ch_tra,slug
caliban prime 系統 藍圖,caliban_prime_systems_blueprint
瓦達雅 prime 一套,vadarya_prime_set
瓦達雅 prime 藍圖,vadarya_prime_blueprint
瓦達雅 prime 槍管,vadarya_prime_barrel
瓦達雅 prime 槍機,vadarya_prime_receiver
瓦達雅 prime 槍托,vadarya_prime_stock
威拿托 prime 一套,venato_prime_set
威拿托 prime 藍圖,venato_prime_blueprint
威拿托 prime 刀刃,venato_prime_blade
威拿托 prime 握柄,venato_prime_handle
後紀 y2 遺物,axi_o7_relic
後紀 c10 遺物,axi_c10_relic
後紀 v13 遺物,axi_v13_relic
後紀 s18 遺物,axi_s18_relic
中紀 a15 遺物,neo_a15_relic
前紀 g9 遺物,meso_g9_relic
前紀 v12 遺物,meso_v12_relic
前紀 v11 遺物,meso_v11_relic
前紀 l3 遺物,meso_l3_relic
古紀 k12 遺物,lith_k12_relic
古紀 a10 遺物,lith_a10_relic
古紀 e2 遺物,lith_e2_relic
古紀 o4 遺物,lith_o4_relic
古紀 n17 遺物,lith_n17_relic
古紀 c13 遺物,lith_c13_relic
helminth 疾衝者 基因印記,helminth_charger_imprint
滅亡喃喃者 prime,primed_bane_of_the_murmur
殘留轉換,lingering_transmutation
超脫裂隙,untime_rift
神勇戰力,tharros_lethality
逆湧轉浪,reverse_rotorswell
阿耶檀識 chattraka 塑像,ayatan_chattraka_sculpture
深礦前線基地場景,deepmines_forward_base_scene
深礦場景,deepmines_scene
深礦洞窟場景,deepmines_caves_scene
深礦實驗室場景,deepmines_lab_scene
深礦營養廠場景,deepmines_nutrient_plant_scene
五運場景,five_fates_scene
《老師》道場場景,the_teacher_dojo_scene
《老師》地球場景,the_teacher_earth_scene
《老師》反應爐場景,the_teacher_reactor_scene
《老師》飛船場景,the_teacher_ship_scene
奇特結局,peculiar_end
驚駭絕殺,dreadful_killshot
後紀 s19 遺物,axi_s19_relic
後紀 w4 遺物,axi_w4_relic
中紀 h4 遺物,neo_h4_relic
前紀 g10 遺物,meso_g10_relic
古紀 f3 遺物,lith_f3_relic
古紀 l6 遺物,lith_l6_relic
噬血活力,necrophagic_vigor
gyre prime 一套,gyre_prime_set
gyre prime 藍圖,gyre_prime_blueprint
gyre prime 頭部神經光元 藍圖,gyre_prime_neuroptics_blueprint
gyre prime 機體 藍圖,gyre_prime_chassis_blueprint
gyre prime 系統 藍圖,gyre_prime_systems_blueprint
交電步槍 prime 一套,alternox_prime_set
交電步槍 prime 藍圖,alternox_prime_blueprint
交電步槍 prime 槍管,alternox_prime_barrel
交電步槍 prime 槍機,alternox_prime_receiver
交電步槍 prime 槍托,alternox_prime_stock
紅隼 prime 一套,kestrel_prime_set
紅隼 prime 藍圖,kestrel_prime_blueprint
紅隼 prime 握把,kestrel_prime_grip
紅隼 prime 刀刃,kestrel_prime_blade
後紀 t13 遺物,axi_t13_relic
後紀 a20 遺物,axi_a20_relic
中紀 t10 遺物,neo_t10_relic
中紀 o3 遺物,neo_o3_relic
中紀 c7 遺物,neo_c7_relic
中紀 p9 遺物,neo_p9_relic
中紀 k9 遺物,neo_k9_relic
前紀 x1 遺物,meso_x1_relic
前紀 a9 遺物,meso_a9_relic
前紀 y1 遺物,meso_y1_relic
前紀 v14 遺物,meso_v14_relic
前紀 p17 遺物,meso_p17_relic
前紀 v13 遺物,meso_v13_relic
古紀 g14 遺物,lith_g14_relic
古紀 n18 遺物,lith_n18_relic
古紀 d7 遺物,lith_d7_relic
堅毅賦能,arcane_persistence
純熟賦能,arcane_expertise
奪防賦能,arcane_circumvent
主要壁壘,primary_bulwark
主要超充,primary_overcharge
次要輻照,secondary_irradiate
主要衰化,primary_debilitate
專注賦能,arcane_concentration
近戰牽滯,melee_careen
凌厲尖刺,harrowing_spire
古紀 l7 遺物,lith_l7_relic
羅瑟的遺忘競技場,roathes_oblivion_arena
里昂的房間場景,lyons_room_scene
瑪麗的房間場景,maries_room_scene
大教堂場景,la_cathédrale_scene
博羅瞭望台場景,boro_overlook_scene
馬克沃斯防空砲場景,makvos_cannon_scene
種世者場景,world_seeder_scene
佩麗塔顯化場景,trauma_manifestation_arena
特納迪堡,fort_tennadis_scene
烏坎,ubri_kaneph
賽塔,sey_taph
拉瓦,lashta_vak
恩修,empazu_shol
梅倫,metem_erun
達仁,da_ren
烏修,ulashta_shol
希塔,sil_tabol
伊提,evir_ti
亞達,yar_dal
梅哈,metem_hakh
卡茲,kaal_zidi
維薩,vikla_safor
塔安,talsek_an
艾伊,esti_vel_ikha
霍卡,hok_kaal
翁伊,omn_evi
洛塔,lorun_tash
維安,vik_anam
哈達,hayan_dabor
先鋒 c1 遺物,vanguard_c1_relic
先鋒 p1 遺物,vanguard_p1_relic
先鋒 m1 遺物,vanguard_m1_relic
先鋒 e1 遺物,vanguard_e1_relic
惡毒彈匣 prime,primed_venomous_clip
茲賽,zid-an-sek-eel
茲艾,zid-an-asheir
茲烏,zid-an-uskos
茲哈,zid-an-haras
茲歐,zid-an-osbok
彈鏈 prime,primed_ammo_chain
