ch_sim,slug
深矿营养工厂场景,deepmines_nutrient_plant_scene
五运场景,five_fates_scene
《老师》道场场景,the_teacher_dojo_scene
《老师》地球场景,the_teacher_earth_scene
《老师》反应堆场景,the_teacher_reactor_scene
《老师》飞船场景,the_teacher_ship_scene
奇异终局,peculiar_end
恐怖杀戮,dreadful_killshot
后纪 s19 遗物,axi_s19_relic
后纪 w4 遗物,axi_w4_relic
中纪 h4 遗物,neo_h4_relic
前纪 g10 遗物,meso_g10_relic
古纪 f3 遗物,lith_f3_relic
古纪 l6 遗物,lith_l6_relic
噬尸活力,necrophagic_vigor
gyre prime 一套,gyre_prime_set
gyre prime 蓝图,gyre_prime_blueprint
gyre prime 头部神经光元 蓝图,gyre_prime_neuroptics_blueprint
gyre prime 机体 蓝图,gyre_prime_chassis_blueprint
gyre prime 系统 蓝图,gyre_prime_systems_blueprint
电幻步枪 prime 一套,alternox_prime_set
电幻步枪 prime 蓝图,alternox_prime_blueprint
电幻步枪 prime 枪管,alternox_prime_barrel
电幻步枪 prime 枪机,alternox_prime_receiver
电幻步枪 prime 枪托,alternox_prime_stock
红隼 prime 一套,kestrel_prime_set
红隼 prime 蓝图,kestrel_prime_blueprint
红隼 prime 握把,kestrel_prime_grip
红隼 prime 刀刃,kestrel_prime_blade
后纪 t13 遗物,axi_t13_relic
后纪 a20 遗物,axi_a20_relic
中纪 t10 遗物,neo_t10_relic
中纪 o3 遗物,neo_o3_relic
中纪 c7 遗物,neo_c7_relic
中纪 p9 遗物,neo_p9_relic
中纪 k9 遗物,neo_k9_relic
前纪 x1 遗物,meso_x1_relic
前纪 a9 遗物,meso_a9_relic
前纪 y1 遗物,meso_y1_relic
前纪 v14 遗物,meso_v14_relic
前纪 p17 遗物,meso_p17_relic
前纪 v13 遗物,meso_v13_relic
古纪 g14 遗物,lith_g14_relic
古纪 n18 遗物,lith_n18_relic
古纪 d7 遗物,lith_d7_relic
赋能·坚韧,arcane_persistence
赋能·精湛,arcane_expertise
赋能·规避,arcane_circumvent
主要·堡垒,primary_bulwark
主要·过载,primary_overcharge
次要·照射,secondary_irradiate
主要·衰弱,primary_debilitate
赋能·专注,arcane_concentration
近战·疾驰,melee_careen
胆寒尖刺,harrowing_spire
古纪 l7 遗物,lith_l7_relic
罗瑟的遗忘竞技场,roathes_oblivion_arena
里昂的房间场景,lyons_room_scene
玛丽的房间场景,maries_room_scene
大教堂场景,la_cathédrale_scene
博罗瞭望台场景,boro_overlook_scene
马克沃斯炮场景,makvos_cannon_scene
世界播种器场景,world_seeder_scene
佩里塔显化场景,trauma_manifestation_arena
坦纳迪斯堡场景,fort_tennadis_scene
乌卡,ubri_kaneph
塞塔,sey_taph
拉瓦,lashta_vak
恩肖,empazu_shol
梅伦,metem_erun
达仁,da_ren
乌肖,ulashta_shol
西塔,sil_tabol
埃蒂,evir_ti
亚达,yar_dal
梅哈,metem_hakh
卡齐,kaal_zidi
维萨,vikla_safor
塔安,talsek_an
埃伊,esti_vel_ikha
霍卡,hok_kaal
奥维,omn_evi
洛塔,lorun_tash
维南,vik_anam
哈达,hayan_dabor
先锋 c1 遗物,vanguard_c1_relic
先锋 p1 遗物,vanguard_p1_relic
先锋 m1 遗物,vanguard_m1_relic
先锋 e1 遗物,vanguard_e1_relic
恶毒弹匣 prime,primed_venomous_clip
齐塞,zid-an-sek-eel
齐阿,zid-an-asheir
齐乌,zid-an-uskos
齐哈,zid-an-haras
齐奥,zid-an-osbok
弹链 prime,primed_ammo_chain
